Gene,label
ENSG00000167658,7;5
ENSG00000167767,3
ENSG00000167881,7;16
ENSG00000167967,6
ENSG00000167978,4
ENSG00000167986,6
ENSG00000168010,6
ENSG00000168036,5
ENSG00000168066,6
ENSG00000168137,7;1
ENSG00000168264,6
ENSG00000168286,24;6
ENSG00000168310,7;6
ENSG00000168411,6
ENSG00000168434,12
ENSG00000168454,7;1
ENSG00000168488,7
ENSG00000168490,0
ENSG00000168495,6
ENSG00000168496,8;6
ENSG00000168564,6
ENSG00000168802,6
ENSG00000168884,7;6
ENSG00000168924,0
ENSG00000169020,0
ENSG00000169021,0
ENSG00000169032,7;5
ENSG00000169093,7
ENSG00000169217,7;4
ENSG00000169220,6;9
ENSG00000169375,6
ENSG00000169564,26;4
ENSG00000169594,6
ENSG00000169607,25
ENSG00000169710,7;5
ENSG00000169813,6
ENSG00000169851,20;5
ENSG00000169855,5
ENSG00000169895,12
ENSG00000169905,11
ENSG00000169972,9
ENSG00000169976,6
ENSG00000170088,19;2
ENSG00000170144,6
ENSG00000170166,1
ENSG00000170248,7
ENSG00000170312,7;1
ENSG00000170322,1
ENSG00000170430,6
ENSG00000170445,7
ENSG00000170477,3
ENSG00000170525,6
ENSG00000170734,6
ENSG00000170759,7
ENSG00000170854,8;1
ENSG00000170890,7
ENSG00000171097,7;6
ENSG00000171161,6
ENSG00000171163,8;1
ENSG00000171206,7;6;9
ENSG00000171223,6
ENSG00000171401,3
ENSG00000171490,8
ENSG00000171564,11
ENSG00000171566,4
ENSG00000171604,7;6
ENSG00000171634,6
ENSG00000171681,10;6
ENSG00000171813,6
ENSG00000171858,7;11
ENSG00000171940,4
ENSG00000171953,7
ENSG00000172020,5
ENSG00000172053,7
ENSG00000172137,7
ENSG00000172171,0
ENSG00000172216,6
ENSG00000172262,6
ENSG00000172354,5
ENSG00000172432,9
ENSG00000172465,6
ENSG00000172613,6
ENSG00000172716,6
ENSG00000172725,7;5
ENSG00000172766,7
ENSG00000172890,7
ENSG00000172939,7
ENSG00000172985,6
ENSG00000173039,7
ENSG00000173065,6
ENSG00000173083,6;9
ENSG00000173145,8
ENSG00000173175,3
ENSG00000173193,7
ENSG00000173230,12
ENSG00000173276,1
ENSG00000173473,6
ENSG00000173545,7;1
ENSG00000173575,1
ENSG00000173599,0
ENSG00000173726,0
ENSG00000173786,7;1
ENSG00000173801,20;5;9
ENSG00000173905,12
ENSG00000174206,24;21;25
ENSG00000174231,6
ENSG00000174371,10;6
ENSG00000174652,9
ENSG00000175063,7;5
ENSG00000175106,12
ENSG00000175203,18
ENSG00000175354,6
ENSG00000175455,18
ENSG00000175467,4
ENSG00000175592,6
ENSG00000175806,7;6
ENSG00000175866,7;5
ENSG00000176102,6
ENSG00000176248,6
ENSG00000176386,6
ENSG00000176407,7;6
ENSG00000176438,15
ENSG00000176444,6
ENSG00000176978,12;9
ENSG00000176994,6
ENSG00000177054,9
ENSG00000177084,1;5
ENSG00000177108,5
ENSG00000177156,7;6
ENSG00000177303,5
ENSG00000177311,6
ENSG00000177425,13;5
ENSG00000177463,6
ENSG00000177479,6
ENSG00000177485,7;1;5
ENSG00000177542,0;6
ENSG00000177606,6
ENSG00000177613,6
ENSG00000177646,0
ENSG00000177666,23
ENSG00000177683,1
ENSG00000177733,6
ENSG00000177971,8;1
ENSG00000178035,7
ENSG00000178209,7;16;3
ENSG00000178597,7
ENSG00000178764,6
ENSG00000178878,7;6
ENSG00000178950,12;9
ENSG00000178952,0
ENSG00000178999,6
ENSG00000179041,8
ENSG00000179134,7
ENSG00000179242,5
ENSG00000179262,6
ENSG00000179562,7;12;5
ENSG00000179604,13;21;5
ENSG00000179889,12;9
ENSG00000179950,6
ENSG00000180185,0;1
ENSG00000180329,7
ENSG00000180357,6
ENSG00000180370,1
ENSG00000180423,7;5
ENSG00000180626,1
ENSG00000180660,1
ENSG00000180806,6
ENSG00000180900,20;6;5
ENSG00000181019,7
ENSG00000181135,6
ENSG00000181163,8
ENSG00000181222,6
ENSG00000181433,1
ENSG00000181541,1
ENSG00000181938,6
ENSG00000182199,21;0
ENSG00000182362,6
ENSG00000182481,7;6
ENSG00000182872,4
ENSG00000182901,7
ENSG00000182944,1
ENSG00000182979,6
ENSG00000183287,7;5
ENSG00000183337,1
ENSG00000183431,6
ENSG00000183684,4
ENSG00000183696,6
ENSG00000183751,8
ENSG00000183773,0
ENSG00000183963,6
ENSG00000184047,0
ENSG00000184162,6
ENSG00000184254,7;1
ENSG00000184363,20
ENSG00000184465,6
ENSG00000184575,7;6
ENSG00000184640,13
ENSG00000184661,6
ENSG00000184708,9
ENSG00000184743,11
ENSG00000184897,8;1
ENSG00000184900,10;6
ENSG00000185049,10;6
ENSG00000185104,1
ENSG00000185298,8
ENSG00000185359,19
ENSG00000185475,4
ENSG00000185482,7;6
ENSG00000185504,7;3;6
ENSG00000185567,7;5
ENSG00000185591,6
ENSG00000185608,0;8
ENSG00000185630,6
ENSG00000185668,6
ENSG00000185722,19
ENSG00000185825,11
ENSG00000185909,7
ENSG00000185960,6
ENSG00000186001,7
ENSG00000186010,0
ENSG00000186141,6
ENSG00000186174,6
ENSG00000186432,1
ENSG00000186462,7;5
ENSG00000186468,7;11
ENSG00000186493,12;9
ENSG00000186522,13
ENSG00000186575,7;1;5
ENSG00000186806,1
ENSG00000186834,6;9
ENSG00000186847,3
ENSG00000186951,1
ENSG00000187079,6
ENSG00000187134,7
ENSG00000187231,3
ENSG00000187514,7;1
ENSG00000187690,6
ENSG00000187954,6
ENSG00000188015,7;8
ENSG00000188021,7;5
ENSG00000188186,9
ENSG00000188643,7;5
ENSG00000188786,6
ENSG00000188895,6
ENSG00000188976,8
ENSG00000188986,6
ENSG00000189046,1
ENSG00000189221,0
ENSG00000189298,6
ENSG00000196141,7;8
ENSG00000196154,5
ENSG00000196187,14;9
ENSG00000196189,1
ENSG00000196233,6
ENSG00000196235,6
ENSG00000196242,5
ENSG00000196313,15;6
ENSG00000196345,7
ENSG00000196365,0;1
ENSG00000196371,9
ENSG00000196378,7;6
ENSG00000196396,11
ENSG00000196419,6
ENSG00000196422,6
ENSG00000196504,4
ENSG00000196591,1
ENSG00000196923,13;16
ENSG00000196924,13;7;5
ENSG00000196937,12
ENSG00000197062,1
ENSG00000197081,12;9
ENSG00000197122,7;5
ENSG00000197157,7
ENSG00000197183,6
ENSG00000197223,8;1
ENSG00000197249,9
ENSG00000197265,6
ENSG00000197312,7;6
ENSG00000197451,6
ENSG00000197576,10
ENSG00000197601,17
ENSG00000197712,7;12;1
ENSG00000197728,7;11;8
ENSG00000197763,7;6
ENSG00000197771,6
ENSG00000197780,8;1
ENSG00000197879,5
ENSG00000197956,7;5
ENSG00000198026,6
ENSG00000198081,1
ENSG00000198087,7;5
ENSG00000198160,6
ENSG00000198162,12
ENSG00000198218,6
ENSG00000198231,4
ENSG00000198356,8;1
ENSG00000198492,7
ENSG00000198498,8
ENSG00000198517,6
ENSG00000198554,6
ENSG00000198556,6
ENSG00000198561,5
ENSG00000198563,4
ENSG00000198586,1
ENSG00000198721,17
ENSG00000198730,6
ENSG00000198736,6
ENSG00000198783,6
ENSG00000198824,6
ENSG00000198848,11
ENSG00000198862,7
ENSG00000198912,1
ENSG00000198914,1
ENSG00000198920,18;7
ENSG00000198945,8;1
ENSG00000203667,0
ENSG00000204120,7
ENSG00000204186,6
ENSG00000204209,10;1
ENSG00000204256,4
ENSG00000204356,10;6
ENSG00000204394,7
ENSG00000204463,7;6
ENSG00000204569,10;6
ENSG00000204574,7
ENSG00000204628,7;6
ENSG00000204740,12
ENSG00000204842,7
ENSG00000205078,3
ENSG00000205189,6
ENSG00000205220,7
ENSG00000205302,19
ENSG00000205339,7;6
ENSG00000205352,6
ENSG00000205413,7;9
ENSG00000205683,6
ENSG00000206053,7;5
ENSG00000213079,6
ENSG00000213085,6
ENSG00000213221,0
ENSG00000213366,7
ENSG00000213639,1;5
ENSG00000213672,5
ENSG00000213782,8
ENSG00000213865,6
ENSG00000214022,1
ENSG00000214253,0
ENSG00000214753,6
ENSG00000215021,0
ENSG00000215883,6
ENSG00000221886,6
ENSG00000222011,7
ENSG00000224470,1
ENSG00000225921,8
ENSG00000226650,6
ENSG00000227345,1;9
ENSG00000239672,7
ENSG00000239900,7
ENSG00000240230,7
ENSG00000240682,4
ENSG00000243156,6
ENSG00000243943,1
ENSG00000244462,6
ENSG00000244687,6
ENSG00000248487,9
ENSG00000249751,5
ENSG00000253729,6
ENSG00000254986,7
ENSG00000257390,4
ENSG00000258644,0
ENSG00000259956,6
ENSG00000261150,3
ENSG00000261236,8;1
ENSG00000261796,4
ENSG00000262660,0
ENSG00000263001,6
ENSG00000265241,4
ENSG00000269335,7
ENSG00000270647,6
ENSG00000272031,7
ENSG00000273559,4
ENSG00000277791,0
ENSG00000278259,7
ENSG00000278619,0
ENSG00000278845,0
